epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,3548.38,0.60504,0.45971,0.92114,0.80944,0.74781,0.759,0.57701,1.21579,1.1125,1.33885,0.0001115,0.0001115,0.0001115
186,3566.6,0.60615,0.46051,0.91674,0.80926,0.7504,0.76067,0.57489,1.22652,1.11488,1.35207,0.000105312,0.000105312,0.000105312
187,3584.9,0.60109,0.44556,0.89466,0.77657,0.75527,0.75901,0.57348,1.21012,1.12834,1.35225,9.9125e-05,9.9125e-05,9.9125e-05
188,3603.23,0.6179,0.46955,0.91569,0.83332,0.73553,0.75908,0.56219,1.21294,1.14062,1.34414,9.29375e-05,9.29375e-05,9.29375e-05
189,3621.59,0.58664,0.44576,0.91293,0.82746,0.72924,0.75477,0.56351,1.22255,1.12175,1.35289,8.675e-05,8.675e-05,8.675e-05
190,3640.29,0.61406,0.46544,0.90746,0.78099,0.74038,0.75728,0.56729,1.2375,1.13943,1.35528,8.05625e-05,8.05625e-05,8.05625e-05
191,3657.44,0.64328,0.4772,0.93247,0.82822,0.73687,0.7657,0.5633,1.2507,1.10641,1.38162,7.4375e-05,7.4375e-05,7.4375e-05
192,3674.46,0.59166,0.46126,0.89754,0.80785,0.73584,0.76415,0.56205,1.25191,1.08835,1.38316,6.81875e-05,6.81875e-05,6.81875e-05
193,3691.55,0.61537,0.44535,0.91958,0.79424,0.7432,0.7596,0.55973,1.24999,1.07867,1.38514,6.2e-05,6.2e-05,6.2e-05
194,3708.7,0.57809,0.45262,0.8946,0.80008,0.73617,0.75812,0.56314,1.24425,1.08212,1.38225,5.58125e-05,5.58125e-05,5.58125e-05
195,3725.63,0.58536,0.42927,0.91498,0.80839,0.73889,0.76181,0.56456,1.23242,1.07581,1.3795,4.9625e-05,4.9625e-05,4.9625e-05
196,3742.63,0.60259,0.45472,0.91339,0.81044,0.73988,0.76228,0.5644,1.23404,1.07417,1.38631,4.34375e-05,4.34375e-05,4.34375e-05
197,3759.32,0.59291,0.43605,0.90307,0.80658,0.7392,0.76503,0.57072,1.23416,1.07733,1.38664,3.725e-05,3.725e-05,3.725e-05
198,3776.01,0.57503,0.42962,0.90925,0.78926,0.73489,0.76435,0.57125,1.22182,1.07844,1.37172,3.10625e-05,3.10625e-05,3.10625e-05
199,3792.82,0.59237,0.43355,0.90934,0.78303,0.73449,0.76087,0.57367,1.22087,1.05563,1.37273,2.4875e-05,2.4875e-05,2.4875e-05
200,3809.58,0.60473,0.44241,0.91994,0.74977,0.74877,0.76215,0.57377,1.23491,1.07364,1.3736,1.86875e-05,1.86875e-05,1.86875e-05
